 82 CH1.txt[]
 35 CH2.txt[]
 53 CH3.txt[]
 93 CH4.txt[]
 120 CH5.txt[]
 85 CH6.txt[]
talk 1 CH3.txt[2524]
talking 2 CH2.txt[2146,3045]
talking 1 CH4.txt[1551]
talking 2 CH5.txt[1761,4407]
talking 2 CH6.txt[986,3243]
tall 2 CH1.txt[2198,3883]
tall 1 CH5.txt[1045]
tall 2 CH6.txt[1269,2210]
tap 3 CH5.txt[93,94,95]
tap 1 CH3.txt[1150]
tape 3 CH5.txt[5696,5812,5843]
tapped 1 CH2.txt[2476]
tapped 3 CH5.txt[751,2354,6360]
tapping 1 CH5.txt[64]
tapping 2 CH6.txt[914,937]
tawny 1 CH1.txt[338]
tawny 1 CH5.txt[2573]
teabags 1 CH5.txt[281]
teach 1 CH4.txt[3405]
teach 1 CH5.txt[2093]
teachers 1 CH5.txt[2067]
teachers 1 CH3.txt[383]
tears 1 CH5.txt[1880]
tears 1 CH3.txt[422]
teh 1 CH5.txt[494]
telescope 2 CH5.txt[1373,4910]
telescopes 1 CH5.txt[2619]
tell 4 CH1.txt[1617,1818,2785,3453]
tell 6 CH4.txt[929,1110,1984,2017,2023,3681]
tell 7 CH5.txt[11,37,534,1978,3086,3104,5045]
tell 5 CH6.txt[785,906,1163,3703,5309]
tell 1 CH3.txt[1329]
ten 4 CH2.txt[4,94,3153,3155]
ten 1 CH4.txt[2350]
ten 3 CH5.txt[2162,3634,5413]
ten 8 CH6.txt[595,643,684,856,945,1090,1332,1399]
ten 3 CH3.txt[2729,3708,3833]
tent 1 CH5.txt[1175]
ter 1 CH1.txt[4223]
ter 28 CH4.txt[527,928,1595,1983,1995,2200,2306,2308,2311,2361,2432,2512,2619,2858,2925,3319,3338,3353,3565,3586,3606,3618,3626,3630,3650,3680,3719,3728]
ter 19 CH5.txt[352,358,528,554,584,676,702,717,822,830,2186,2242,2278,2811,2903,3103,4645,4842,4875]
terms 1 CH5.txt[3482]
terrible 1 CH2.txt[1879]
terrible 1 CH4.txt[2212]
terrible 1 CH5.txt[6241]
terrified 2 CH4.txt[237,3532]
terrified 1 CH5.txt[2143]
than 1 CH1.txt[690]
than 6 CH2.txt[524,546,717,856,2139,2560]
than 4 CH4.txt[1117,1386,2120,2576]
than 8 CH5.txt[1156,2711,2802,3410,3716,3795,3805,4679]
than 7 CH6.txt[2531,3911,5127,5254,5273,5423,5434]
than 3 CH3.txt[1042,1784,2359]
thanks 1 CH5.txt[5138]
thanks 4 CH6.txt[1782,2184,3722,5317]
thanks 1 CH3.txt[238]
that 51 CH1.txt[17,151,229,264,290,412,518,569,600,674,684,708,725,781,942,1126,1147,1163,1194,1232,1304,1363,1501,1590,1597,1619,1959,2007,2056,2278,2461,2709,2736,3055,3075,3127,3164,3182,3191,3267,3279,3698,3803,3963,4066,4077,4321,4337,4463,4612,4632]
that 30 CH2.txt[74,165,398,656,706,737,783,795,806,936,942,1005,1184,1256,1363,1395,1623,1717,1791,1965,1997,2253,2281,2342,2665,2671,3176,3310,3442,3446]
that 29 CH4.txt[81,151,258,302,513,936,1026,1351,1426,1572,1655,1709,1714,1716,1763,1801,1885,2392,2459,2464,2636,2738,2974,3154,3195,3243,3605,3735,3752]
that 40 CH5.txt[208,439,536,856,964,1063,1269,1393,1461,1503,1532,1569,1583,1593,1703,2021,2113,2254,2789,2985,3088,3106,3474,3606,3766,3789,4145,4473,4876,5479,5491,5535,5562,5609,5810,5836,6154,6176,6193,6576]
that 22 CH6.txt[151,302,467,539,815,947,1411,1794,2251,2352,2385,3206,3324,3347,3605,3800,4540,4884,5145,5377,5400,6005]
that 27 CH3.txt[334,344,409,742,1129,1162,1394,1397,1586,1679,1720,1748,1782,1955,2045,2165,2194,2281,2476,2672,2724,3136,3679,3779,3792,3801,3809]
thats 6 CH1.txt[955,957,2742,3247,3292,4336]
thats 1 CH2.txt[853]
thats 4 CH4.txt[2469,2500,2807,2866]
thats 8 CH5.txt[2688,4175,4324,4393,4834,5510,5721,6549]
thats 6 CH6.txt[1343,2719,4424,4787,4904,4935]
thats 2 CH3.txt[1006,1365]
the 203 CH1.txt[0,28,52,90,114,116,134,168,209,215,220,224,226,230,252,273,284,301,342,358,380,390,407,410,415,455,481,489,499,503,507,516,526,543,573,591,626,646,698,729,742,759,765,786,797,867,875,882,895,953,979,999,1032,1087,1130,1153,1171,1177,1195,1213,1216,1267,1274,1284,1339,1344,1358,1378,1383,1394,1422,1482,1488,1492,1502,1545,1553,1569,1584,1595,1622,1679,1687,1694,1759,1822,1890,1903,1909,1916,1919,1949,1976,2010,2027,2087,2090,2112,2130,2146,2155,2157,2175,2177,2205,2232,2322,2331,2335,2340,2343,2385,2390,2405,2415,2418,2423,2431,2435,2438,2466,2470,2480,2490,2494,2520,2541,2544,2546,2657,2675,2756,2803,2813,2876,2982,3048,3053,3080,3088,3177,3179,3228,3256,3312,3329,3338,3406,3440,3472,3486,3536,3539,3551,3589,3655,3727,3782,3810,3824,3843,3853,3858,3865,3873,3923,3971,3976,4010,4031,4113,4138,4190,4252,4258,4265,4273,4292,4299,4307,4318,4350,4386,4390,4400,4405,4434,4437,4444,4479,4482,4486,4492,4497,4525,4537,4540,4566,4602,4608,4616,4643,4659]
the 181 CH2.txt[0,9,19,30,34,42,47,60,67,79,82,85,127,142,158,170,181,200,204,219,230,234,237,243,255,282,291,313,339,388,391,410,413,415,432,440,444,575,582,584,620,638,658,666,671,678,699,718,721,742,749,754,817,824,886,911,978,1007,1025,1044,1056,1110,1118,1142,1158,1231,1233,1324,1334,1349,1360,1458,1466,1508,1541,1544,1552,1555,1558,1649,1665,1681,1734,1823,1833,1862,1873,1885,1888,1913,1915,1947,1956,1960,1966,1994,2026,2029,2051,2080,2134,2184,2190,2200,2205,2209,2259,2278,2292,2309,2337,2359,2374,2377,2411,2415,2437,2443,2458,2462,2478,2481,2493,2500,2518,2524,2548,2568,2576,2589,2592,2594,2638,2643,2658,2673,2680,2686,2696,2708,2719,2732,2739,2751,2764,2806,2814,2823,2850,2852,2867,2871,2877,2888,2893,2901,2904,2926,2929,2936,2943,2946,2978,2994,3060,3129,3142,3150,3184,3227,3235,3271,3297,3313,3353,3362,3399,3401,3411,3419,3425]
the 125 CH4.txt[0,3,13,30,48,74,96,106,139,141,147,156,163,173,176,209,223,245,251,259,278,323,328,331,334,363,381,387,455,464,469,483,539,543,556,581,591,604,610,626,665,670,682,690,699,716,736,759,782,794,844,850,915,918,923,934,1111,1124,1150,1216,1219,1222,1243,1295,1306,1309,1314,1512,1517,1527,1531,1535,1553,1584,1635,1736,1772,1822,1886,1931,1980,2005,2039,2080,2233,2242,2253,2285,2314,2331,2341,2418,2422,2524,2530,2533,2535,2537,2568,2590,2610,2637,2700,2743,2784,2802,2818,2827,2867,3079,3083,3141,3207,3354,3362,3387,3449,3454,3483,3525,3538,3644,3653,3683,3774]
the 273 CH5.txt[5,72,113,119,128,140,170,176,182,192,198,213,217,231,246,254,258,300,312,322,337,371,390,469,506,514,544,548,615,617,624,628,630,645,648,687,747,755,758,794,815,847,892,926,962,973,995,1000,1012,1017,1029,1033,1120,1143,1159,1189,1217,1288,1290,1346,1452,1456,1462,1468,1476,1506,1584,1594,1633,1659,1671,1679,1683,1690,1699,1763,1776,1798,1805,1831,1843,1857,1871,1901,1905,1939,1981,2098,2145,2149,2179,2204,2290,2307,2312,2336,2339,2355,2360,2365,2376,2430,2440,2448,2458,2513,2522,2524,2528,2603,2653,2668,2698,2704,2761,2825,2873,2892,2931,2940,2945,2952,2979,3010,3018,3021,3054,3068,3072,3075,3109,3144,3155,3198,3215,3237,3271,3283,3286,3289,3325,3335,3346,3355,3395,3426,3451,3485,3521,3544,3554,3565,3585,3611,3667,3693,3732,3754,3840,3885,3900,3903,3950,3955,3972,3978,4034,4093,4148,4153,4183,4192,4206,4213,4235,4268,4295,4303,4335,4344,4367,4377,4409,4414,4425,4435,4483,4515,4565,4577,4583,4623,4634,4647,4727,4732,4745,4806,4846,4914,4941,4952,4965,4970,4973,5006,5081,5174,5191,5202,5223,5232,5235,5288,5298,5303,5309,5348,5366,5369,5378,5449,5477,5481,5516,5533,5553,5568,5642,5770,5779,5791,5811,5831,5842,5850,5878,5918,5964,5975,5979,5986,5988,6002,6030,6042,6052,6065,6077,6155,6210,6213,6273,6279,6294,6298,6312,6326,6338,6363,6420,6437,6451,6496,6504,6507,6529,6574,6582,6610,6630,6635,6658]
the 280 CH6.txt[0,11,27,134,142,181,189,195,198,226,254,327,353,358,371,416,482,511,521,550,554,570,609,625,650,686,693,719,773,790,813,821,828,830,847,851,862,879,915,919,938,978,1039,1043,1082,1106,1109,1112,1128,1130,1136,1143,1153,1175,1209,1216,1243,1260,1286,1290,1304,1326,1377,1433,1448,1467,1514,1520,1534,1538,1541,1568,1571,1576,1589,1606,1632,1653,1656,1665,1685,1694,1697,1714,1723,1747,1753,1766,1780,1798,1808,1817,1832,1843,1865,1882,1886,1893,1900,1904,1927,1935,1944,1967,1981,2011,2025,2043,2072,2091,2103,2134,2143,2212,2237,2259,2270,2280,2295,2348,2407,2413,2419,2453,2460,2476,2492,2499,2502,2507,2537,2540,2545,2558,2571,2585,2604,2612,2615,2631,2657,2660,2713,2776,2828,2838,2893,2962,3066,3176,3202,3217,3220,3244,3270,3287,3302,3332,3343,3371,3424,3442,3577,3616,3665,3689,3692,3740,3755,3762,3765,3791,3847,3864,3892,3909,3914,3953,3995,4047,4068,4084,4089,4094,4114,4120,4170,4211,4227,4246,4279,4295,4301,4361,4369,4429,4482,4516,4545,4590,4595,4603,4653,4696,4788,4811,4875,4886,4982,5019,5023,5033,5037,5040,5053,5062,5070,5074,5077,5088,5102,5109,5143,5163,5179,5195,5245,5284,5311,5353,5374,5462,5487,5524,5542,5567,5571,5636,5668,5694,5698,5758,5774,5790,5806,5846,5862,5869,5891,5894,5898,5901,5903,5916,5929,5939,5942,5964,6018,6054,6062,6075,6082,6111,6114,6143,6155,6169,6184,6195,6199,6207,6223,6241,6272,6295,6311,6314,6327,6350]
the 218 CH3.txt[0,5,8,18,28,80,99,104,108,110,137,144,147,171,200,208,222,241,349,352,382,412,466,487,495,538,593,637,661,665,668,675,678,693,709,716,722,735,794,824,827,835,846,858,896,915,926,929,938,945,953,977,987,992,1024,1057,1070,1092,1136,1152,1187,1220,1229,1232,1252,1272,1289,1305,1347,1380,1424,1431,1479,1551,1582,1606,1615,1627,1648,1696,1714,1718,1731,1762,1822,1845,1848,1862,1893,1896,1907,1927,1940,1944,1953,1962,1980,2064,2072,2086,2096,2104,2107,2114,2127,2131,2139,2150,2166,2181,2184,2231,2235,2240,2268,2290,2343,2370,2377,2381,2389,2393,2405,2417,2420,2435,2463,2472,2486,2497,2501,2513,2543,2577,2588,2591,2603,2607,2614,2628,2634,2653,2659,2664,2668,2691,2738,2744,2748,2754,2763,2812,2892,2919,2924,2952,2955,2981,2993,3010,3020,3022,3038,3078,3093,3100,3105,3118,3143,3149,3161,3164,3174,3207,3210,3234,3283,3297,3318,3321,3383,3404,3429,3438,3441,3444,3453,3457,3460,3464,3497,3546,3557,3566,3570,3573,3580,3591,3602,3612,3623,3635,3640,3648,3674,3683,3693,3696,3721,3729,3744,3764,3793,3798,3814,3818,3854,3865]
their 11 CH1.txt[126,147,964,1550,1838,2040,2447,2667,3932,4459,4648]
their 6 CH2.txt[16,54,1515,2300,2545,2987]
their 3 CH4.txt[1891,2282,3187]
their 14 CH5.txt[458,466,954,985,1151,1398,1667,2531,2586,2778,2955,4005,6286,6334]
their 21 CH6.txt[1393,1554,1594,1912,1976,2110,2362,2403,2428,2465,3296,3569,4117,4150,5619,5819,5824,5888,5913,6122,6204]
their 9 CH3.txt[1223,2460,2477,2645,2648,2735,2960,3413,3420]
them 17 CH1.txt[334,678,813,892,899,934,989,2019,2038,2069,2721,3018,3510,3576,3813,3863,4302]
them 14 CH2.txt[378,380,396,1259,1520,1670,1927,2060,2777,2798,3007,3254,3269,3359]
them 9 CH4.txt[23,56,187,853,1622,2705,2838,3502,3541]
them 28 CH5.txt[377,1038,1342,1564,1747,2168,2202,2479,2527,2601,2752,2823,3113,3158,3220,3224,3421,3845,3991,4357,4766,4863,5158,5357,5652,6268,6324,6392]
them 22 CH6.txt[243,419,726,997,1021,2425,2665,2867,3248,3487,3635,3927,4902,5168,5366,5529,5841,6004,6176,6211,6238,6279]
them 16 CH3.txt[113,318,1227,1236,1330,2307,2559,2767,3027,3072,3076,3146,3369,3387,3534,3563]
then 5 CH1.txt[439,703,3715,4173,4288]
then 8 CH2.txt[233,880,983,1465,2203,2621,2653,3405]
then 10 CH4.txt[71,515,1537,1782,1798,1835,2046,2257,2413,2448]
then 14 CH5.txt[194,332,608,798,1920,2272,3679,3986,4242,4911,5578,5730,5853,6584]
then 15 CH6.txt[548,1226,1415,1705,1855,2139,2484,2580,2651,2760,4005,4382,5933,6139,6288]
then 6 CH3.txt[259,1488,1898,2215,2801,3216]
theory 1 CH5.txt[1308]
there 13 CH1.txt[128,280,448,461,601,1056,1096,1524,1770,1923,2014,3631,3994]
there 10 CH2.txt[97,178,267,830,1141,1245,1908,2130,2731,3264]
there 18 CH4.txt[18,58,67,573,578,1104,1158,1212,1960,2104,2640,2907,2951,2969,3021,3366,3461,3582]
there 24 CH5.txt[59,132,638,931,1086,1122,1202,1443,1554,1566,1658,1921,2214,2294,2612,2804,2864,3138,3428,3616,3782,4103,4159,5337]
there 32 CH6.txt[247,399,635,669,824,1223,1232,1552,1873,2129,2321,2553,2625,3071,3280,3477,3482,3565,4100,4109,4488,4690,5291,5536,5705,5720,5956,6008,6013,6049,6262,6335]
there 11 CH3.txt[72,196,460,816,853,1052,1668,1744,3333,3338,3470]
theres 1 CH4.txt[2670]
theres 9 CH5.txt[67,237,791,894,965,1199,4639,4657,4684]
theres 1 CH6.txt[3225]
theres 1 CH3.txt[1901]
these 4 CH1.txt[657,716,1531,3603]
these 1 CH2.txt[3416]
these 2 CH4.txt[1172,2719]
these 4 CH5.txt[1066,2886,4786,6207]
these 2 CH6.txt[3504,3583]
these 2 CH3.txt[2319,2979]
they 22 CH1.txt[18,26,42,138,141,156,159,177,238,255,663,800,909,950,1743,1893,1960,2454,2695,3819,3838,4053]
they 14 CH2.txt[1339,2113,2168,2218,2223,2240,2306,2356,2632,2854,2996,3135,3322,3421]
they 14 CH4.txt[6,42,558,1062,1420,1764,1806,1871,2302,2693,2713,2936,3059,3689]
they 57 CH5.txt[463,683,761,789,864,909,1009,1026,1093,1117,1484,1519,1687,1783,1791,2284,2392,2427,2510,2544,2659,2695,2733,2737,2829,3122,3159,3173,3256,3415,3512,3528,3533,3750,4101,4105,4311,4316,4317,4332,4365,4372,4454,4480,4714,4895,4912,5071,5096,5238,5614,5631,6309,6330,6356,6384,6470]
they 48 CH6.txt[54,63,229,335,584,588,653,662,965,1010,1022,1034,1909,2244,2415,2859,2942,2973,3037,3235,3240,3253,3263,3599,3874,3876,3981,3985,4041,4148,4782,4910,4929,4932,5182,5255,5359,5534,5632,5886,5985,6178,6201,6226,6244,6252,6289,6316]
they 26 CH3.txt[217,371,519,663,1120,1294,1358,1712,1883,2034,2056,2304,2366,2372,2656,2732,2783,2786,2795,2832,2933,2947,2990,3097,3427,3776]
theyd 1 CH1.txt[2647]
theyd 1 CH2.txt[1582]
theyd 2 CH4.txt[2729,3067]
theyd 2 CH5.txt[3403,3607]
theyd 2 CH6.txt[5546,5648]
theyd 2 CH3.txt[1724,2047]
theyre 7 CH1.txt[2691,2852,3158,3192,3250,3277,3471]
theyre 1 CH2.txt[1473]
theyre 1 CH4.txt[1048]
theyre 5 CH5.txt[484,2553,4283,4341,5085]
theyre 3 CH6.txt[2951,3594,5139]
theyre 2 CH3.txt[1303,2327]
theyve 2 CH1.txt[1627,3524]
theyve 1 CH5.txt[4346]
theyve 1 CH6.txt[4837]
thief 1 CH5.txt[2793]
things 5 CH1.txt[294,1322,1940,3330,4548]
things 2 CH2.txt[1653,2021]
things 5 CH4.txt[623,972,1501,2213,3130]
things 10 CH5.txt[594,722,885,1055,1065,2525,6208,6223,6239,6473]
things 2 CH6.txt[455,3404]
things 6 CH3.txt[565,719,1585,1716,1887,2448]
think 8 CH1.txt[158,213,1071,1971,2646,2873,3594,3752]
think 2 CH2.txt[1572,2171]
think 4 CH4.txt[3104,3113,3147,3763]
think 9 CH5.txt[449,2109,3313,4008,4124,4259,4331,4371,6218]
think 11 CH6.txt[2063,2355,2800,2805,3053,3070,4810,4931,5227,5306,5582]
think 3 CH3.txt[599,1302,1525]
thinks 1 CH5.txt[6440]
thinks 1 CH6.txt[2950]
thirteen 6 CH5.txt[3017,3082,3498,3574,5541,6198]
this 17 CH1.txt[244,635,709,913,1262,1406,1943,2187,2266,2874,2906,3526,3599,3765,4126,4363,4634]
this 9 CH2.txt[870,1176,1240,1783,2041,2505,2746,2786,3223]
this 16 CH4.txt[937,940,951,1546,1760,1795,1944,2100,2106,2158,2160,2416,2620,2688,2756,2821]
this 20 CH5.txt[673,841,866,993,1405,1543,1576,1624,1715,1837,1840,2746,3401,3650,3723,4298,5181,5822,5857,6182]
this 21 CH6.txt[76,342,351,615,2149,2643,3116,3517,3697,4307,4403,4524,4945,4954,4976,5094,5149,5187,5191,6046,6264]
this 14 CH3.txt[125,213,386,510,581,1505,1547,1609,1837,2051,2527,2831,3188,3352]
those 1 CH1.txt[1132]
those 1 CH4.txt[3300]
those 4 CH5.txt[2766,5439,5506,6448]
those 2 CH6.txt[2834,3976]
those 1 CH3.txt[3511]
though 7 CH1.txt[793,1931,2258,2779,2870,3415,3738]
though 9 CH2.txt[428,1173,1242,1250,1313,1685,1785,2682,3229]
though 2 CH4.txt[597,1545]
though 7 CH5.txt[158,389,704,1609,2105,5263,5644]
though 6 CH6.txt[66,801,2183,2380,2762,2875]
though 4 CH3.txt[337,1101,1723,3545]
thought 9 CH1.txt[555,859,991,1296,1788,2001,2036,2169,3740]
thought 3 CH2.txt[946,2236,3306]
thought 3 CH4.txt[868,950,2319]
thought 8 CH5.txt[75,381,839,1604,2147,3229,3675,5383]
thought 6 CH6.txt[204,614,2680,3161,5535,6007]
thought 5 CH3.txt[212,446,583,3527,3547]
thousand 2 CH5.txt[1321,2607]
thousands 1 CH5.txt[5289]
three 1 CH1.txt[4300]
three 3 CH5.txt[1234,2341,2357]
three 6 CH6.txt[724,2408,2879,5096,5527,6347]
three 4 CH3.txt[718,2252,3787,3847]
through 1 CH1.txt[1809]
through 4 CH2.txt[338,1457,1946,2679]
through 3 CH4.txt[1075,3453,3510]
through 12 CH5.txt[336,1028,2203,2429,2824,2862,3176,3610,5365,6051,6293,6297]
through 7 CH6.txt[1684,1752,1864,3571,5069,5845,6212]
through 11 CH3.txt[1430,1660,1821,2298,2369,2380,2388,2434,2485,2737,3456]
throwing 1 CH1.txt[376]
throwing 2 CH5.txt[3004,6070]
ticket 3 CH5.txt[1453,6590,6606]
ticket 7 CH6.txt[359,409,939,1217,1412,1515,1754]
tickets 1 CH5.txt[1152]
tied 1 CH5.txt[329]
tight 1 CH1.txt[2569]
tight 2 CH5.txt[20,3531]
tightly 1 CH5.txt[5671]
time 3 CH1.txt[107,1485,4594]
time 8 CH2.txt[91,750,1560,1803,2267,2674,2995,3121]
time 7 CH4.txt[268,1281,2592,2822,2910,3066,3210]
time 6 CH5.txt[1131,2198,2747,3427,6366,6557]
time 11 CH6.txt[355,1129,1251,3204,3268,3527,4045,4308,4970,5095,5856]
time 9 CH3.txt[19,47,132,173,1838,2052,2236,2693,3710]
times 2 CH1.txt[2412,3892]
times 2 CH2.txt[544,576]
times 1 CH5.txt[2358]
times 2 CH6.txt[3745,6348]
tingle 1 CH5.txt[5318]
tinkling 1 CH5.txt[5227]
tiny 2 CH1.txt[1178,2428]
tiny 1 CH2.txt[3326]
tiny 4 CH5.txt[1643,1741,2976,5244]
tiny 1 CH6.txt[5923]
tiny 1 CH3.txt[154]
to 94 CH1.txt[15,33,207,212,288,362,445,567,603,672,687,758,777,869,894,985,988,1003,1011,1070,1143,1212,1283,1311,1414,1429,1432,1469,1477,1486,1542,1565,1572,1616,1707,1710,1795,1896,1908,1946,1963,2020,2217,2276,2291,2310,2346,2371,2458,2493,2507,2517,2698,2729,2745,2784,2808,2836,2917,2920,2941,2959,3016,3052,3086,3136,3175,3214,3254,3331,3413,3452,3463,3466,3495,3566,3569,3665,3702,3757,3799,3834,3872,3900,4148,4264,4291,4328,4385,4419,4458,4549,4605,4655]
to 65 CH2.txt[14,248,253,310,385,438,457,499,532,1014,1112,1181,1208,1290,1348,1375,1524,1554,1571,1576,1604,1632,1715,1757,1789,1809,1827,1837,1865,1902,1938,1979,1991,2013,2018,2170,2271,2288,2335,2352,2358,2399,2551,2578,2587,2626,2657,2718,2761,2849,2887,3023,3026,3041,3046,3076,3096,3141,3261,3288,3316,3335,3423,3429,3461]
to 53 CH4.txt[184,208,229,393,459,471,661,738,766,841,905,913,960,1012,1109,1293,1302,1348,1407,1434,1440,1498,1516,1526,1654,1713,1776,1792,1890,2223,2292,2427,2562,2645,2731,2826,2834,2842,2900,2959,3069,3092,3119,3146,3192,3200,3272,3289,3404,3456,3637,3660,3746]
to 122 CH5.txt[36,42,150,169,197,202,211,263,330,431,614,695,740,771,859,958,984,1016,1032,1080,1126,1145,1315,1340,1351,1415,1424,1430,1441,1492,1512,1630,1678,1762,1788,1894,1963,2003,2084,2132,2157,2164,2174,2405,2419,2516,2869,2897,2930,2987,3031,3040,3184,3202,3245,3280,3343,3348,3422,3435,3461,3467,3492,3546,3624,3647,3662,3708,3717,3729,3762,3777,3784,3787,3882,3935,3946,3949,3989,3993,4068,4169,4180,4247,4255,4351,4405,4408,4456,4731,4779,4790,4824,4828,4920,5037,5044,5190,5257,5282,5297,5317,5432,5498,5529,5570,5579,5589,5728,5732,5735,5738,5992,5998,6076,6370,6390,6435,6573,6581,6622,6639]
to 153 CH6.txt[44,57,94,106,157,173,188,193,208,215,225,241,263,272,278,280,282,310,321,323,430,436,448,453,459,465,474,491,494,508,530,556,581,602,656,689,740,745,757,797,843,846,859,864,872,905,911,921,987,1031,1095,1186,1242,1297,1300,1303,1313,1320,1385,1395,1407,1445,1490,1558,1591,1593,1707,1719,1824,1856,1892,1931,2031,2142,2344,2347,2371,2412,2423,2432,2456,2472,2523,2528,2711,2851,2898,2900,2909,2912,2957,3052,3062,3079,3105,3118,3170,3193,3312,3359,3414,3448,3549,3555,3603,3638,3797,3812,3846,3853,3961,3972,4066,4081,4235,4240,4534,4727,4749,4823,4891,4901,4924,4963,5048,5057,5235,5261,5279,5297,5407,5456,5466,5589,5606,5638,5641,5664,5667,5673,5696,5810,5868,5921,5991,6061,6097,6103,6136,6183,6235,6256,6305]
to 91 CH3.txt[118,166,205,232,278,280,389,443,458,478,491,525,549,587,598,605,714,778,793,914,936,1011,1018,1039,1068,1072,1126,1141,1160,1169,1269,1435,1442,1600,1608,1769,1869,1872,1875,1936,1939,1942,1998,2036,2101,2160,2203,2218,2279,2295,2337,2450,2457,2496,2504,2507,2509,2523,2525,2617,2679,2704,2772,2835,2866,2959,3046,3061,3155,3181,3205,3312,3356,3368,3440,3480,3492,3539,3611,3621,3631,3661,3735,3748,3761,3783,3789,3805,3822,3843,3871]
toad 2 CH5.txt[1389,5054]
toad 8 CH6.txt[1626,4144,4193,4327,4678,6024,6266,6339]
toads 1 CH4.txt[3064]
toads 1 CH5.txt[5055]
today 5 CH1.txt[1247,1510,1602,1779,3621]
today 2 CH2.txt[934,1975]
today 1 CH5.txt[354]
today 2 CH3.txt[1773,2571]
told 4 CH1.txt[1444,3031,3141,3434]
told 6 CH4.txt[809,1142,1145,1869,1958,3280]
told 5 CH5.txt[26,1613,2228,2232,4512]
told 4 CH6.txt[3099,3126,4352,5242]
told 4 CH3.txt[229,2216,3171,3702]
tom 1 CH5.txt[1809]
tonguetying 1 CH5.txt[4812]
too 5 CH1.txt[236,918,2554,3011,3898]
too 5 CH2.txt[172,919,2350,2642,3324]
too 5 CH4.txt[2173,2304,2430,2957,3417]
too 8 CH5.txt[1465,1470,2866,3253,3958,5335,5922,6254]
too 7 CH6.txt[487,1256,2481,3056,4667,4761,4777]
too 1 CH3.txt[197]
took 4 CH1.txt[3377,4130,4275,4442]
took 1 CH2.txt[1103]
took 6 CH4.txt[655,784,1647,2481,2607,3737]
took 6 CH5.txt[1162,1188,2160,2274,5877,6029]
took 2 CH6.txt[4933,5817]
took 6 CH3.txt[276,1087,1214,1388,1482,1595]
top 1 CH1.txt[3656]
top 2 CH2.txt[700,3331]
top 3 CH5.txt[185,1758,1994]
top 3 CH3.txt[1633,3119,3316]
topsecurity 1 CH5.txt[3651]
torches 1 CH5.txt[3132]
tottering 1 CH5.txt[2639]
touched 2 CH5.txt[2369,5515]
touched 1 CH6.txt[5478]
touched 1 CH3.txt[1727]
towards 3 CH1.txt[552,2482,4137]
towards 3 CH2.txt[229,2648,2797]
towards 7 CH5.txt[764,1874,2702,3065,3157,3820,4152]
towards 6 CH6.txt[1086,1215,1387,1713,5461,5915]
towards 2 CH3.txt[2130,2747]
towered 1 CH5.txt[2666]
towered 1 CH6.txt[6174]
town 3 CH1.txt[553,576,1778]
town 1 CH4.txt[3729]
town 1 CH5.txt[1031]
tracks 2 CH5.txt[3142,3156]
train 5 CH5.txt[1125,1160,6374,6575,6631]
train 21 CH6.txt[328,372,522,814,863,1698,1715,1887,2238,2281,2414,2454,2477,2500,2616,3245,5144,5807,5847,5863,5904]
trains 1 CH5.txt[1469]
trains 1 CH6.txt[1866]
transfiguration 2 CH5.txt[1316,5466]
trapped 1 CH5.txt[3614]
treasure 2 CH5.txt[2788,2803]
tremblin 2 CH5.txt[2241,2250]
trembling 1 CH4.txt[432]
trembling 1 CH5.txt[3352]
trembling 1 CH3.txt[863]
tricky 1 CH5.txt[5994]
tried 3 CH1.txt[361,1468,3253]
tried 6 CH2.txt[252,1788,1826,1937,3022,3428]
tried 4 CH4.txt[2291,2426,2857,3068]
tried 7 CH5.txt[210,3183,3605,5911,5951,5953,5967]
tried 5 CH6.txt[1718,1930,4234,4439,4890]
tried 4 CH3.txt[596,1067,2771,3491]
tries 1 CH5.txt[4246]
trimble 1 CH5.txt[1355]
trouble 1 CH2.txt[1880]
trouble 1 CH4.txt[1963]
trouble 1 CH5.txt[2300]
trouble 2 CH6.txt[1419,5715]
trust 2 CH1.txt[3758,3768]
trust 1 CH4.txt[2201]
trust 1 CH5.txt[601]
trust 1 CH3.txt[441]
trusted 1 CH5.txt[3097]
trusting 1 CH5.txt[1622]
try 1 CH4.txt[2251]
try 7 CH5.txt[529,772,2812,3547,5856,5908,5947]
try 1 CH3.txt[2048]
tryin 1 CH5.txt[821]
trying 2 CH1.txt[1413,2916]
trying 2 CH2.txt[1808,2550]
trying 4 CH5.txt[694,2515,4823,6434]
trying 4 CH6.txt[452,840,3169,4822]
trying 9 CH3.txt[456,1010,1871,2202,2336,2503,2616,2678,3660]
ttell 1 CH5.txt[2078]
tucked 1 CH1.txt[4282]
tucked 1 CH5.txt[3700]
tucked 1 CH6.txt[1774]
turn 1 CH1.txt[3666]
turn 1 CH4.txt[3566]
turn 1 CH5.txt[2779]
turn 3 CH6.txt[4164,4236,4402]
turned 6 CH1.txt[2064,2516,3168,4136,4429,4508]
turned 2 CH2.txt[910,2085]
turned 4 CH4.txt[183,2338,3061,3498]
turned 3 CH5.txt[2412,2503,3491]
turned 8 CH6.txt[716,2141,3725,3790,4079,4953,5259,5672]
turned 4 CH3.txt[298,2076,3478,3658]
turning 1 CH1.txt[1991]
turning 1 CH2.txt[676]
turning 3 CH4.txt[383,840,1730]
turning 2 CH5.txt[369,891]
turning 3 CH3.txt[857,2092,2808]
twenty 1 CH4.txt[2163]
